Day of Date2020,Route1,Measure Names,Measure Values
"May 8, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.489767534
"May 7, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.525540932
"May 6, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.690410959
"May 5, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.601798855
"May 4, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.628209809
"May 3, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.654454402
"May 2, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.684297703
"May 1, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.578734285
"April 30, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.639601770
"April 29, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.630369166
"April 28, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.642916420
"April 27, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.630913642
"April 26, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.652777778
"April 25, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.712366204
"April 24, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.626350123
"April 23, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.679818594
"April 22, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.623540512
"April 21, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.648678414
"April 20, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.622029423
"April 19, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.713397023
"April 18, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.749669548
"April 17, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.620531822
"April 16, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.614234794
"April 15, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.647203947
"April 14, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.649361600
"April 13, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.667889212
"April 12, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.681932641
"April 11, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.665271419
"April 10, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.654543481
"April 9, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.654600853
"April 8, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.638305990
"April 7, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.691453525
"April 6, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.655172414
"April 5, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.733388158
"April 4, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.705624834
"April 3, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.697549592
"April 2, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.708056002
"April 1, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.712704524
"March 31, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.744666813
"March 30, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.726422156
"March 29, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.798629562
"March 28, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.823996656
"March 27, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.714239725
"March 26, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.706191455
"March 25, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.648097665
"March 24, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.627394636
"March 23, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.555384615
"March 22, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.640650188
"March 21, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.581646260
"March 20, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.477248677
"March 19, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.451658524
"March 18, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.418872419
"March 17, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.398232532
"March 16, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.373558484
"March 15, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.472586977
"March 14, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.470779977
"March 13, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.376304686
"March 12, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.223882440
"March 11, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.229800758
"March 10, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.154877426
"March 9, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.118011586
"March 8, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.208071198
"March 7, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.206801471
"March 6, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.017596921
"March 5, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,0.161746231
"March 4, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,0.092289547
"March 3, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,0.015003642
"March 2, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,0.060893513
"March 1, 2020",Fauntleroy - Vashon - Southworth,Percentage Change,-0.003878374
"June 3, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4431
"June 2, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4019
"June 1, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3938
"May 31, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3019
"May 30, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3325
"May 29, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5249
"May 28, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4587
"May 27, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4712
"May 26, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3898
"May 25, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3022
"May 24, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4469
"May 23, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5267
"May 22, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5291
"May 21, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4246
"May 20, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3811
"May 19, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3879
"May 18, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3478
"May 17, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3168
"May 16, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3100
"May 15, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4815
"May 14, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3838
"May 13, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3689
"May 12, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3410
"May 11, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3543
"May 10, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4865
"May 9, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5587
"May 8, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5136
"May 7, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4254
"May 6, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2712
"May 5, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3409
"May 4, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3055
"May 3, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2622
"May 2, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2859
"May 1, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3954
"April 30, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3258
"April 29, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3184
"April 28, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3012
"April 27, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2949
"April 26, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2675
"April 25, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2526
"April 24, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3494
"April 23, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2824
"April 22, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3192
"April 21, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2871
"April 20, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3006
"April 19, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2580
"April 18, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2462
"April 17, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3482
"April 16, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3355
"April 15, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3003
"April 14, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2911
"April 13, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2626
"April 12, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2021
"April 11, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2559
"April 10, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3182
"April 9, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2834
"April 8, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2844
"April 7, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2473
"April 6, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2560
"April 5, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,1621
"April 4, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2219
"April 3, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2592
"April 2, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2544
"April 1, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2388
"March 31, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2322
"March 30, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2193
"March 29, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,1440
"March 28, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,1684
"March 27, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2663
"March 26, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2572
"March 25, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2969
"March 24, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3112
"March 23, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3468
"March 22, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,2675
"March 21, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3451
"March 20, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4446
"March 19, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4265
"March 18, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4391
"March 17, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4358
"March 16, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4563
"March 15, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,3896
"March 14, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,4546
"March 13, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5617
"March 12, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6285
"March 11, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6301
"March 10, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6619
"March 9, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6547
"March 8, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,5161
"March 7, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6041
"March 6, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,7146
"March 5, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,7398
"March 4, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,7409
"March 3, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6968
"March 2, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6934
"March 1, 2020",Fauntleroy - Vashon - Southworth,2020 Ridership,6421
"June 3, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9574
"June 2, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9428
"June 1, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8296
"May 31, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7491
"May 30, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9703
"May 29, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9981
"May 28, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9268
"May 27, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9457
"May 26, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8240
"May 25, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7322
"May 24, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9341
"May 23, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,10070
"May 22, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,10287
"May 21, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9368
"May 20, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8926
"May 19, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8627
"May 18, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8200
"May 17, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7809
"May 16, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,10296
"May 15, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9709
"May 14, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8985
"May 13, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8630
"May 12, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8143
"May 11, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8135
"May 10, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8987
"May 9, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,10705
"May 8, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,10066
"May 7, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8966
"May 6, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8760
"May 5, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8561
"May 4, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8217
"May 3, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7588
"May 2, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9056
"May 1, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9386
"April 30, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9040
"April 29, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8614
"April 28, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8435
"April 27, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7990
"April 26, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7704
"April 25, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8782
"April 24, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9351
"April 23, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8820
"April 22, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8479
"April 21, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8172
"April 20, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7953
"April 19, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9002
"April 18, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9835
"April 17, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9176
"April 16, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8697
"April 15, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8512
"April 14, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8302
"April 13, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7907
"April 12, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6354
"April 11, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7645
"April 10, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9211
"April 9, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8205
"April 8, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7863
"April 7, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8015
"April 6, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7424
"April 5, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6080
"April 4, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7538
"April 3, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8570
"April 2, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8714
"April 1, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8312
"March 31, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9094
"March 30, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8016
"March 29, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7151
"March 28, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9568
"March 27, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9319
"March 26, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8754
"March 25, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8437
"March 24, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8352
"March 23, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7800
"March 22, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7444
"March 21, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8249
"March 20, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8505
"March 19, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7778
"March 18, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7556
"March 17, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7242
"March 16, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7284
"March 15, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7387
"March 14, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8590
"March 13, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,9006
"March 12, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8098
"March 11, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,8181
"March 10, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7832
"March 9, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7423
"March 8, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6517
"March 7, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7616
"March 6, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,7274
"March 5, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6368
"March 4, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6783
"March 3, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6865
"March 2, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6536
"March 1, 2020",Fauntleroy - Vashon - Southworth,2019     Ridership,6446
"June 3, 2020",Mukilteo - Clinton,Percentage Change,-0.262590614
"June 2, 2020",Mukilteo - Clinton,Percentage Change,-0.357379101
"June 1, 2020",Mukilteo - Clinton,Percentage Change,-0.324488825
"May 31, 2020",Mukilteo - Clinton,Percentage Change,-0.415909692
"May 30, 2020",Mukilteo - Clinton,Percentage Change,-0.522687609
"May 29, 2020",Mukilteo - Clinton,Percentage Change,-0.194382736
"May 28, 2020",Mukilteo - Clinton,Percentage Change,-0.196641586
"May 27, 2020",Mukilteo - Clinton,Percentage Change,-0.211300600
"May 26, 2020",Mukilteo - Clinton,Percentage Change,-0.313456221
"May 25, 2020",Mukilteo - Clinton,Percentage Change,-0.451604814
"May 24, 2020",Mukilteo - Clinton,Percentage Change,-0.291186966
"May 23, 2020",Mukilteo - Clinton,Percentage Change,-0.213197603
"May 22, 2020",Mukilteo - Clinton,Percentage Change,-0.311721210
"May 21, 2020",Mukilteo - Clinton,Percentage Change,-0.351518802
"May 20, 2020",Mukilteo - Clinton,Percentage Change,-0.398559208
"May 19, 2020",Mukilteo - Clinton,Percentage Change,-0.384522145
"May 18, 2020",Mukilteo - Clinton,Percentage Change,-0.362538669
"May 17, 2020",Mukilteo - Clinton,Percentage Change,-0.366877415
"May 16, 2020",Mukilteo - Clinton,Percentage Change,-0.472525902
"May 15, 2020",Mukilteo - Clinton,Percentage Change,-0.311917686
"May 14, 2020",Mukilteo - Clinton,Percentage Change,-0.418283822
"May 13, 2020",Mukilteo - Clinton,Percentage Change,-0.424673003
"May 12, 2020",Mukilteo - Clinton,Percentage Change,-0.441437921
"May 11, 2020",Mukilteo - Clinton,Percentage Change,-0.379909293
"May 10, 2020",Mukilteo - Clinton,Percentage Change,-0.214280763
"May 9, 2020",Mukilteo - Clinton,Percentage Change,-0.284886979
"May 8, 2020",Mukilteo - Clinton,Percentage Change,-0.238630519
"May 7, 2020",Mukilteo - Clinton,Percentage Change,-0.335955736
"May 6, 2020",Mukilteo - Clinton,Percentage Change,-0.474036084
"May 5, 2020",Mukilteo - Clinton,Percentage Change,-0.455
"May 4, 2020",Mukilteo - Clinton,Percentage Change,-0.457403950
"May 3, 2020",Mukilteo - Clinton,Percentage Change,-0.549211054
"May 2, 2020",Mukilteo - Clinton,Percentage Change,-0.605671748
"May 1, 2020",Mukilteo - Clinton,Percentage Change,-0.406816534
"April 30, 2020",Mukilteo - Clinton,Percentage Change,-0.476596152
"April 29, 2020",Mukilteo - Clinton,Percentage Change,-0.497935273
"April 28, 2020",Mukilteo - Clinton,Percentage Change,-0.531131359
"April 27, 2020",Mukilteo - Clinton,Percentage Change,-0.523524123
"April 26, 2020",Mukilteo - Clinton,Percentage Change,-0.540441176
"April 25, 2020",Mukilteo - Clinton,Percentage Change,-0.611847233
"April 24, 2020",Mukilteo - Clinton,Percentage Change,-0.543145655
"April 23, 2020",Mukilteo - Clinton,Percentage Change,-0.576015965
"April 22, 2020",Mukilteo - Clinton,Percentage Change,-0.600018252
"April 21, 2020",Mukilteo - Clinton,Percentage Change,-0.510472833
"April 20, 2020",Mukilteo - Clinton,Percentage Change,-0.532203390
"April 19, 2020",Mukilteo - Clinton,Percentage Change,-0.594198695
"April 18, 2020",Mukilteo - Clinton,Percentage Change,-0.648051691
"April 17, 2020",Mukilteo - Clinton,Percentage Change,-0.493756631
"April 16, 2020",Mukilteo - Clinton,Percentage Change,-0.483223322
"April 15, 2020",Mukilteo - Clinton,Percentage Change,-0.516847348
"April 14, 2020",Mukilteo - Clinton,Percentage Change,-0.559376250
"April 13, 2020",Mukilteo - Clinton,Percentage Change,-0.572492603
"April 12, 2020",Mukilteo - Clinton,Percentage Change,-0.529153477
"April 11, 2020",Mukilteo - Clinton,Percentage Change,-0.585463191
"April 10, 2020",Mukilteo - Clinton,Percentage Change,-0.571295433
"April 9, 2020",Mukilteo - Clinton,Percentage Change,-0.547018662
"April 8, 2020",Mukilteo - Clinton,Percentage Change,-0.558908764
"April 7, 2020",Mukilteo - Clinton,Percentage Change,-0.637510754
"April 6, 2020",Mukilteo - Clinton,Percentage Change,-0.593341630
"April 5, 2020",Mukilteo - Clinton,Percentage Change,-0.661767513
"April 4, 2020",Mukilteo - Clinton,Percentage Change,-0.620715289
"April 3, 2020",Mukilteo - Clinton,Percentage Change,-0.656371939
"April 2, 2020",Mukilteo - Clinton,Percentage Change,-0.673058145
"April 1, 2020",Mukilteo - Clinton,Percentage Change,-0.667299521
"March 31, 2020",Mukilteo - Clinton,Percentage Change,-0.687932147
"March 30, 2020",Mukilteo - Clinton,Percentage Change,-0.708267648
"March 29, 2020",Mukilteo - Clinton,Percentage Change,-0.773594592
"March 28, 2020",Mukilteo - Clinton,Percentage Change,-0.803873412
"March 27, 2020",Mukilteo - Clinton,Percentage Change,-0.728744290
"March 26, 2020",Mukilteo - Clinton,Percentage Change,-0.671100253
"March 25, 2020",Mukilteo - Clinton,Percentage Change,-0.641225627
"March 24, 2020",Mukilteo - Clinton,Percentage Change,-0.605832549
"March 23, 2020",Mukilteo - Clinton,Percentage Change,-0.463771327
"March 22, 2020",Mukilteo - Clinton,Percentage Change,-0.497066807
"March 21, 2020",Mukilteo - Clinton,Percentage Change,-0.364091336
"March 20, 2020",Mukilteo - Clinton,Percentage Change,-0.284832451
"March 19, 2020",Mukilteo - Clinton,Percentage Change,-0.355141980
"March 18, 2020",Mukilteo - Clinton,Percentage Change,-0.342480790
"March 17, 2020",Mukilteo - Clinton,Percentage Change,-0.409604520
"March 16, 2020",Mukilteo - Clinton,Percentage Change,-0.313231502
"March 15, 2020",Mukilteo - Clinton,Percentage Change,-0.273547811
"March 14, 2020",Mukilteo - Clinton,Percentage Change,-0.401338788
"March 13, 2020",Mukilteo - Clinton,Percentage Change,-0.245998096
"March 12, 2020",Mukilteo - Clinton,Percentage Change,-0.216937799
"March 11, 2020",Mukilteo - Clinton,Percentage Change,-0.127366057
"March 10, 2020",Mukilteo - Clinton,Percentage Change,-0.148339802
"March 9, 2020",Mukilteo - Clinton,Percentage Change,-0.103401970
"March 8, 2020",Mukilteo - Clinton,Percentage Change,-0.061991476
"March 7, 2020",Mukilteo - Clinton,Percentage Change,-0.154596900
"March 6, 2020",Mukilteo - Clinton,Percentage Change,-0.041378001
"March 5, 2020",Mukilteo - Clinton,Percentage Change,-0.013287117
"March 4, 2020",Mukilteo - Clinton,Percentage Change,-0.040623948
"March 3, 2020",Mukilteo - Clinton,Percentage Change,-0.089980855
"March 2, 2020",Mukilteo - Clinton,Percentage Change,-0.078227147
"March 1, 2020",Mukilteo - Clinton,Percentage Change,-0.156836580
"June 3, 2020",Mukilteo - Clinton,2020 Ridership,7731
"June 2, 2020",Mukilteo - Clinton,2020 Ridership,7189
"June 1, 2020",Mukilteo - Clinton,2020 Ridership,7103
"May 31, 2020",Mukilteo - Clinton,2020 Ridership,6623
"May 30, 2020",Mukilteo - Clinton,2020 Ridership,6564
"May 29, 2020",Mukilteo - Clinton,2020 Ridership,10154
"May 28, 2020",Mukilteo - Clinton,2020 Ridership,8755
"May 27, 2020",Mukilteo - Clinton,2020 Ridership,8417
"May 26, 2020",Mukilteo - Clinton,2020 Ridership,7449
"May 25, 2020",Mukilteo - Clinton,2020 Ridership,6561
"May 24, 2020",Mukilteo - Clinton,2020 Ridership,10528
"May 23, 2020",Mukilteo - Clinton,2020 Ridership,10898
"May 22, 2020",Mukilteo - Clinton,2020 Ridership,10053
"May 21, 2020",Mukilteo - Clinton,2020 Ridership,7536
"May 20, 2020",Mukilteo - Clinton,2020 Ridership,6679
"May 19, 2020",Mukilteo - Clinton,2020 Ridership,6601
"May 18, 2020",Mukilteo - Clinton,2020 Ridership,6388
"May 17, 2020",Mukilteo - Clinton,2020 Ridership,7210
"May 16, 2020",Mukilteo - Clinton,2020 Ridership,7382
